% Model:              heat_case1.mph
% Version:            COMSOL 6.0.0.354
% Date:               Mar 28 2023, 19:49
% Dimension:          2
% Nodes:              983
% Expressions:        51
% Description:        因变量 u
% Length unit:        m
% X                       Y                        u (1) @ t=0              u (1) @ t=0.1            u (1) @ t=0.2            u (1) @ t=0.3            u (1) @ t=0.4            u (1) @ t=0.5            u (1) @ t=0.6            u (1) @ t=0.7            u (1) @ t=0.8            u (1) @ t=0.9            u (1) @ t=1              u (1) @ t=1.1            u (1) @ t=1.2            u (1) @ t=1.3            u (1) @ t=1.4            u (1) @ t=1.5            u (1) @ t=1.6            u (1) @ t=1.7            u (1) @ t=1.8            u (1) @ t=1.9            u (1) @ t=2              u (1) @ t=2.1            u (1) @ t=2.2            u (1) @ t=2.3            u (1) @ t=2.4            u (1) @ t=2.5            u (1) @ t=2.6            u (1) @ t=2.7            u (1) @ t=2.8            u (1) @ t=2.9            u (1) @ t=3              u (1) @ t=3.1            u (1) @ t=3.2            u (1) @ t=3.3            u (1) @ t=3.4            u (1) @ t=3.5            u (1) @ t=3.6            u (1) @ t=3.7            u (1) @ t=3.8            u (1) @ t=3.9            u (1) @ t=4              u (1) @ t=4.1            u (1) @ t=4.2            u (1) @ t=4.3            u (1) @ t=4.4            u (1) @ t=4.5            u (1) @ t=4.6            u (1) @ t=4.7            u (1) @ t=4.8            u (1) @ t=4.9            u (1) @ t=5
0.5925925925925919        1                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.5740586573290677        0.9700226144663775       0                        0.0037255762893245157    0.007144964511860846     0.00988728263572554      0.011662885833046298     0.01230686419671151      0.011742350618823935     0.010017877626438        0.007302256968031086     0.0038922591874367353    9.930485949445943E-5     -0.0037029119960904897   -0.007143678823693316    -0.009886227404453593    -0.011658645048148548    -0.012285518935382786    -0.011713133612953138    -0.009996618916651016    -0.007292896346731171    -0.0038751143313011066   -1.0393665591115974E-4   0.003698462105729615     0.007139828076702878     0.009885031195496718     0.011662467631889451     0.012296886460655592     0.011728064765332393     0.010010854967972176     0.0073127260766487805    0.003891430243303112     1.0432010506964202E-4    -0.0036939983699358103   -0.007137367075076734    -0.009874804665244803    -0.01162250894454312     -0.012242194293159788    -0.011688362091119142    -0.010019650498723042    -0.0073438803236393685   -0.0039021691006017214   -6.645010838203924E-5    0.0037157117997369607    0.007132729173335982     0.009888039428256197     0.011661887088513935     0.012296610049538845     0.011728336095626124     0.010011404072381923     0.007313505345128232     0.003896130675086921     1.0210415155010849E-4
1                         0.6296296296296291       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.9700310241348472        0.6111117411940646       0                        -4.614381803630476E-4    -6.438734055918101E-4    -6.518552484446398E-4    -5.784577636065742E-4    -4.421524481949287E-4    -2.5803596931573336E-4   -5.250577493159603E-5    1.605100672950004E-4     3.5743044522926665E-4    5.190222717869282E-4     6.295766843391116E-4     6.790445997974892E-4     6.626491986437876E-4     5.809094047544823E-4     4.4177984841366566E-4    2.6003303970416255E-4    5.34536446109777E-5      -1.5856824727289266E-4   -3.540748807050426E-4    -5.092470848963585E-4    -6.199857594364259E-4    -6.752400637629057E-4    -6.615344538218002E-4    -5.826386944805512E-4    -4.483865466360419E-4    -2.69684752114841E-4     -6.378767562650966E-5    1.4820381344472192E-4    3.465464327076144E-4     5.080454358094071E-4     6.191492866520983E-4     6.702147110591018E-4     6.561109097836117E-4     5.740096260733045E-4     4.367718974797569E-4     2.602779140247968E-4     6.283155888705585E-5     -1.4450134321871433E-4   -3.4317993287565036E-4   -5.096403453319046E-4    -6.209196151244683E-4    -6.73776068853071E-4     -6.62233095072655E-4     -5.837450202624286E-4    -4.4822740040751876E-4   -2.6949482190862954E-4   -6.419344189495349E-5    1.4824145246546765E-4    3.4573050675800344E-4    5.075602932478737E-4
0.6296296296296289        1                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.6110730274035875        0.9700136836916934       0                        0.003931225940076186     0.007524880211158201     0.010406198636903579     0.012269549740864772     0.012942306669992644     0.012344279351927182     0.010526770044622118     0.0076677765853767205    0.004079696568406278     9.024144489313705E-5     -0.003907552395686479    -0.007523923928102458    -0.010404959163381978    -0.01226495750392019     -0.012919803494698496    -0.012313457594202916    -0.010504378775645863    -0.007658006246386312    -0.004061880092402329    -9.550579519848863E-5    0.0039027687924939433    0.007519719639669115     0.01040380183027031      0.012269250995005978     0.012931955525739778     0.01232939841355965      0.010519597268915305     0.0076789082721821144    0.004078980240496923     9.583336083393233E-5     -0.0038978397880579632   -0.007517046678016101    -0.010392866554674031    -0.012226909342550522    -0.012874183456343767    -0.01228736621910635     -0.010528711631594608    -0.007711964832780887    -0.004090869331412433    -5.64513193738579E-5     0.003920797452616147     0.007512465385300573     0.010406728427034634     0.01226854624566453      0.01293162070664951      0.01232975453166381      0.01052036352393468      0.007679945248424607     0.0040840707699089       9.34808209053814E-5
1                         0.6666666666666662       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.9700353243114123        0.6481501197118059       0                        -0.002273553692843827    -0.0045522067805330154   -0.006281307871288207    -0.007383764851758273    -0.007765831320654376    -0.007381544341541012    -0.006269518604315523    -0.004537180176092102    -0.002371885669784669    2.8049766536981877E-5    0.0024245814556062444    0.004583281510471886     0.006294184526751287     0.0073886523359690095    0.007757472807727028     0.00736772385673162      0.00625769604282943      0.004531178398057455     0.002360912077760502     -2.6492097375323276E-5   -0.002413101964590113    -0.00457780649794983     -0.006290153876992686    -0.0073864821075488515   -0.0077624834208797735   -0.007377412279349093    -0.0062693626458199874   -0.004548050726047078    -0.0023743894386619117   2.3794057366063613E-5    0.0024164678739129297    0.004575609629171855     0.006283004158619643     0.00736333276538709      0.007729408538032869     0.00735081732793075      0.006265355633554458     0.00455547672582016      0.0023824666248519082    -2.9275129816133934E-5   -0.00241792699172559     -0.0045741563218482835   -0.006291901353812871    -0.007388927199379025    -0.007762162094903587    -0.007376785822113205    -0.006269308241037227    -0.0045463849635931025   -0.0023761153136382107   2.363386653021845E-5
0.6666666666666659        1                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.6480697680494903        0.9699962786431381       0                        0.004078215363158112     0.007778188017414585     0.010744739760656352     0.012659771324366268     0.013346237087446087     0.012722416021085254     0.010841736984486346     0.007888365420433622     0.004185064343646906     7.01027332738449E-5      -0.004051208143051526    -0.007777136294047394    -0.010743030882148523    -0.012654651763999774    -0.013322774620128519    -0.012690421501574121    -0.010818588172654716    -0.007878420991259454    -0.004167001474456303    -7.620632633048939E-5    0.004046282289950719     0.0077726958284329295    0.01074204719881408      0.012659578905299661     0.013335748148115766     0.012707302416774644     0.010834638830989509     0.007900074786750928     0.004184620608807262     7.64008483951226E-5      -0.004040717636153175    -0.0077697539578523165   -0.010730496535347018    -0.012615333792561865    -0.013275616727800296    -0.012663561611438235    -0.010844299050993012    -0.007935031038798527    -0.00419746249580131     -3.542151812760809E-5    0.004065045457405405     0.007765348641567193     0.010744858413839908     0.012658665628039504     0.013335358107240384     0.012707768398732966     0.010835650360267823     0.00790144708504262      0.004190082295446713     7.390364836004216E-5
1                         0.7037037037037033       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.9700463005531476        0.685190040601391        0                        -0.0028111386619523605   -0.005776679375194895    -0.008092640967622166    -0.009609692629337037    -0.010192469678300474    -0.009771456330425685    -0.008385103836626454    -0.006170264973394524    -0.0033662208554963336   -2.2917571522787982E-4   0.002929542436868453     0.005800553982349844     0.008104575235566127     0.00961508382050536      0.010181471169877547     0.00975197155418734      0.008368793275609713     0.006161207528522214     0.0033497204146552433    2.2617630175106998E-4    -0.002919002364962471    -0.005795189176873543    -0.008099672004090818    -0.009611162416170426    -0.010184783114135093    -0.009760018241129724    -0.00837915013701574     -0.006178628185464965    -0.0033640541552439995   -2.2922705700653188E-4   0.0029240485038133763    0.005794800343250862     0.008092892350954015     0.009584610575882046     0.01014637775623816      0.009729195932885704     0.0083742997113806       0.006186568134632192     0.0033729170112790073    2.224940234361312E-4     -0.002925043774386595    -0.0057909267806113655   -0.00810178601562208     -0.00961394276913823     -0.010184453651995122    -0.00975923467741673     -0.008378774175376436    -0.006176300192173884    -0.0033658853233384336   -2.292132260589573E-4
0.7037037037037028        1                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.6850405987304846        0.9699620314758669       0                        0.0039968335696627865    0.0075864302279504215    0.010464680405736377     0.01231851005751651      0.012976784469149719     0.012361198800720454     0.010524490667635784     0.007646367592567369     0.004041514366255903     3.9245472461106955E-5    -0.003966374871250442    -0.007585004273402398    -0.010462418780848902    -0.012312985124632922    -0.012953563124325973    -0.012329823415824859    -0.010501921595428879    -0.0076368686195534075   -0.004024303275551124    -4.60316366353066E-5     0.003961679705027214     0.0075806473976389776    0.010461731708936483     0.012318399633288098     0.012966800464231614     0.01234683001394024      0.010517958762330316     0.007658097783389928     0.004041504475806486     4.604585012844874E-5     -0.003955630502371958    -0.007577518921042585    -0.010450174721204143    -0.012274629990490192    -0.012907549205579462    -0.012303841679947353    -0.010527977209834461    -0.007693374064212682    -0.004054414485714016    -5.022260533498089E-6    0.003980363315878838     0.00757350836830467      0.010464351533631398     0.012317278943357683     0.012966388847293411     0.012347385236497666     0.010519137991412608     0.007659746944907869     0.004047044372795784     4.351259926188399E-5
1                         0.7407407407407404       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.9700701660037447        0.7222323180896179       0                        -0.002254704482296999    -0.0046987419297487105   -0.006621889332603805    -0.007893408272621331    -0.008398316482673952    -0.00807645935218216     -0.0069562463170979      -0.005149050960591421    -0.0028499413500101506   -2.688220401196131E-4    0.0023380007305989613    0.004715032736541798     0.006631089364801107     0.007898040007731326     0.00838955909463422      0.008060312829805504     0.006942679128839348     0.005141200272466613     0.0028356194805860923    2.6460276886760545E-4    -0.002330217039380892    -0.004711041346083828    -0.006626933429606382    -0.00789410682598926     -0.008391104791542708    -0.008065471546825997    -0.0069497995222274804   -0.005154386399077337    -0.002846644103885444    -2.671444256877472E-4    0.002335011109469445     0.004711467144886783     0.006622158847281429     0.007873626590761712     0.008361144092311257     0.00804131732528735      0.006945426419068872     0.005159562508023646     0.002853241492128476     2.6258292580192826E-4    -0.002334810806834021    -0.004707641930599151    -0.006628718356994368    -0.007896475114223365    -0.008390875820434995    -0.008064758600550824    -0.006949283428210064    -0.005152202745805982    -0.0028478863794585987   -2.671639929620736E-4
0.7407407407407398        1                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.7219950232911597        0.9698975574237835       0                        0.003589806776586883     0.006778508054396614     0.009335305175649573     0.01097803540200555      0.011555206824441657     0.01099818099036949      0.009354776457691403     0.006785564868196988     0.0035716338987105147    6.622047486796747E-6     -0.0035586151798395345   -0.006776769403930731    -0.009332720423443215    -0.010972574737257943    -0.01153410350156935     -0.010969998755125337    -0.009334632861137969    -0.0067772742983183585   -0.0035566279452791017   -1.3487404279022443E-5   0.0035545484718457012    0.0067728916704173775    0.009332362725372636     0.010977983911708468     0.01154652344150668      0.010985738224836311     0.00934933102747554      0.006796388738306277     0.003572070896243403     1.3341068443095124E-5    -0.0035485418013648626   -0.006769826799647198    -0.009321764033257846    -0.010938279960304121    -0.011492961533290928    -0.010947031698988375    -0.009358989904788685    -0.006829118867877433    -0.0035838123149064412   2.4668767701488424E-5    0.003571715481593        0.006766452935873146     0.009334665379337906     0.010976770590072642     0.011546139123370327     0.010986316909380523     0.00935052244441416      0.006798118790208357     0.003577201376425932     1.0979100355555584E-5
1                         0.7777777777777775       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.9701033051991064        0.7592857749616471       0                        -0.0012918258336382992   -0.0027679722782806837   -0.003931792272308104    -0.004709286480827528    -0.005029689727054114    -0.004854821542983319    -0.004199838695465137    -0.0031303429727271436   -0.0017614585731556148   -2.1808107079116952E-4   0.0013462579913788156    0.002778026332165028     0.00393812879551144      0.004712960099275783     0.005025181786158068     0.0048455384926795785    0.0041917721133200294    0.0031253132566519855    0.0017522543792255838    2.1397167254383367E-4    -0.0013415051383235197   -0.002775707410649458    -0.0039352170078923885   -0.004709560651670338    -0.005024926736524882    -0.004847450591485351    -0.004195141318202453    -0.0031327002439195868   -0.0017585520903588877   -2.1576399857133708E-4   0.0013455058472982891    0.0027765098777854584    0.003932964635182535     0.004698657036880834     0.0050085016851338865    0.004833866368011795     0.004191325520599701     0.003133495205815268     0.0017619626937102825    2.154901778252186E-4     -0.0013433903657488497   -0.0027738030268294046   -0.00393634885263927     -0.0047113283577124715   -0.005024820231168314    -0.004846879817304978    -0.004194588909198425    -0.003130933718466722    -0.0017589386212316265   -2.1595224651603905E-4
0.7777777777777768        1                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.7589116232492729        0.9697850558132343       0                        0.0029818255837984167    0.005603337309163095     0.007704829323846284     0.009051745575798728     0.009519979610316988     0.009053837464249008     0.007693488475446275     0.005571613461798154     0.0029205187095971055    -1.755000470511409E-5    -0.0029535652496802778   -0.005601613327533548    -0.0077023074619276205   -0.009046841546020786    -0.009502258423902806    -0.009030455513839608    -0.007676870575097618    -0.005564917368255329    -0.002908393217735308    1.1249947774666144E-5    0.0029502826609217624    0.005598435752978381     0.007702196805673442     0.009051734901358873     0.00951300375096672      0.00904390952257336      0.007689320009886923     0.005580877135595373     0.0029212693479480933    -1.1478296580877068E-5   -0.002944869865649768    -0.005595673597598352    -0.007693223372846826    -0.009018450828643021    -0.009468216977337926    -0.009011688251838125    -0.007697918020096772    -0.005608888182528484    -0.0029310268668699016   4.412964085161248E-5     0.0029648971616428187    0.005593009736011622     0.007704123969188626     0.009050581575173952     0.009512681392140579     0.009044440273685507     0.007690380832354499     0.005582471863401584     0.002925630804751677     -1.3505275438155515E-5
1                         0.8148148148148145       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.9701775197657273        0.7963391175595534       0                        -4.1666277257374997E-4   -0.001006177029852018    -0.0014687665947179347   -0.0017870946742039172   -0.0019321094098488298   -0.0018865166649214371   -0.0016541376637615407   -0.0012588356951431564   -7.426299646637748E-4    -1.5254414710191863E-4   4.522780188967016E-4     0.001012158377704255     0.001472986134928006     0.0017900732986960665    0.0019316109385728206    0.0018836892579916532    0.0016511947162630707    0.0012564753182135362    7.382881916511915E-4     1.4885660580187034E-4    -4.498671555956757E-4    -0.0010111802434164643   -0.001471148779840178    -0.0017871827179081028   -0.001929864921619491    -0.0018829142249595485   -0.0016514806430038313   -0.0012588736864053475   -7.404609985732819E-4    -1.5001873552570208E-4   4.531842272911392E-4     0.0010121666829459193    0.0014710264844065518    0.0017848624988671578    0.0019256049423392347    0.0018787403557851013    0.0016479053685947691    0.001255525410999511     7.412154064875328E-4     1.5420883956894415E-4    -4.4910329882893524E-4   -0.001010697541267291    -0.001471625275887797    -0.001788460173698733    -0.0019298503073371315   -0.0018824725747366574   -0.0016509510241148535   -0.0012575055462582467   -7.400924621213816E-4    -1.5040379273078663E-4
0.8148148148148138        1                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.7956677205114068        0.9696558605990967       0                        0.002305732406551738     0.004312546467290225     0.0059206253140881475    0.006948762040431968     0.007302281815069186     0.006939109739538186     0.005890703504943743     0.004259102825565565     0.0022230740923303506    -3.131510720237011E-5    -0.002282393056253792    -0.004311025327340438    -0.00591841987414388     -0.006944700026663242    -0.007288429960492973    -0.0069210654792549306   -0.005877948361895713    -0.004254070006365012    -0.002213944056863672    2.5995280148708554E-5    0.002279918735510377     0.0043086133702831516    0.005918467412104591     0.006948772274691833     0.00729707283834454      0.006931766524849733     0.005887761996705693     0.004266499756961062     0.002223969935980228     -2.6242760043382964E-5   -0.002275426102263892    -0.004306304376464741    -0.0059114016726680004   -0.006922805158287253    -0.007262199886647739    -0.006906803170022755    -0.005894889984091239    -0.00428879521006836     -0.0022314443580005055   5.243246035781663E-5     0.002291528523589986     0.00430432139044686      0.005920003915363791     0.006947778801632357     0.007296827030375186     0.006932207045843369     0.005888614841927379     0.004267829216077019     0.002227404842167049     -2.785880444908381E-5
1                         0.8518518518518516       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.9702601792665876        0.8334141048289853       0                        1.9089129467368714E-4    2.171944091819166E-4     2.4303295711567392E-4    2.4514750533814793E-4    2.232912348121639E-4     1.800773887783986E-4     1.1942119517730427E-4    4.640536702808995E-5     -3.0175784534810504E-5   -1.032209810836632E-4    -1.6623261410260925E-4   -2.1357182071729474E-4   -2.4013798899876715E-4   -2.4258122543425404E-4   -2.209466281967083E-4    -1.7837230078081908E-4   -1.1878501732457833E-4   -4.6896014197377296E-5   2.925443558484159E-5     9.988104604338884E-5     1.671377730530689E-4     2.136813233827778E-4     2.412539248371744E-4     2.451298066934685E-4     2.2372073779006828E-4    1.8096990515419686E-4    1.2056734061821312E-4    4.790331842094159E-5     -2.8587720204404218E-5   -1.0062097692380716E-4   -1.6426470624637685E-4   -2.1259272504038312E-4   -2.399330379857635E-4    -2.4150528883736002E-4   -2.1954419301684018E-4   -1.7866614403093067E-4   -1.241205000178192E-4    -5.4239217865193456E-5   2.7618213678442347E-5    1.0823476438331929E-4    1.6984773678448468E-4    2.1312893388034427E-4    2.4127467099383396E-4    2.4417213252842944E-4    2.2368145056161283E-4    1.8131990812383645E-4    1.2105451353658707E-4    4.8984299654503756E-5    -2.770375591728904E-5    -1.0115959972319167E-4
0.8518518518518507        1                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.8325071813415387        0.9695652996001697       0                        0.001644965164035233     0.0030602761498003234    0.004193888321120915     0.004916641933353834     0.005162006141656377     0.0049007501189162195    0.004155643905037362     0.0029990212826959926    0.001557725390480892     -3.650864798573065E-5    -0.0016270056471359127   -0.003059002502173875    -0.004192103389029443    -0.004913520966130327    -0.005151996221541656    -0.004887905901516327    -0.004146621573510965    -0.0029955474201327575   -0.0015514050399554511   3.2355010083144475E-5    0.0016253002972789032    0.0030573262783538287    0.0041922456674502355    0.004916657649061857     0.00515843509144723      0.00489578140843037      0.004153771215016253     0.0030044897014026815    0.0015586207309127807    -3.258787607650885E-5    -0.0016218468557895303   -0.0030555387395780655   -0.004187104876391076    -0.004897946815859159    -0.005133356774939074    -0.004877938819488479    -0.004159269122037865    -0.003020924734400222    -0.0015638653738089235   5.2099377926843124E-5    0.0016338547229178952    0.0030541725469899333    0.0041933924397905345    0.004915866863367477     0.005158265208521578     0.004896117733243083     0.004154397642564159     0.0030055091207111394    0.0015611175566038046    -3.378174872319675E-5
1                         0.8888888888888887       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.9704195453543888        0.8704301131354798       0                        4.7778903970480217E-4    7.997870326245496E-4     0.0010602580732179524    0.0012168656170424461    0.0012551897794910304    0.0011706619223655612    9.707932049319773E-4     6.744341817355769E-4     3.145989691513622E-4     -7.575402165160605E-5    -4.587017788999799E-4    -7.973018556541107E-4    -0.0010580574932442608   -0.0012145571050245325   -0.001251529309084499    -0.0011668170914859123   -9.6845019941905E-4      -6.740075956600072E-4    -3.138350370512945E-4    7.269023243165609E-5     4.5888037742160357E-4    7.970076127045133E-4     0.0010587983318773892    0.001216867597892442     0.0012547200135649512    0.0011702104039643996    9.711617562756599E-4     6.766186621607304E-4     3.158523598609645E-4     -7.320651357757443E-5    -4.5630092889685834E-4   -7.959043885139072E-4    -0.001056828797380762    -0.0012104887334858769   -0.0012466004109299514   -0.0011648697211546783   -9.746485673686587E-4    -6.842405707375431E-4    -3.1757556306990234E-4   8.236000608192924E-5     4.624864379492978E-4     7.959521132308414E-4     0.0010590766687687246    0.0012160882297591639    0.00125465964355304      0.0011705038799908042    9.716034306400601E-4     6.775222918593574E-4     3.169536765933664E-4     -7.380744526530482E-5
0.8888888888888877        1                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.8691190136203989        0.9695640720041557       0                        0.0011008946498517443    0.0020331074728122006    0.002779642731880003     0.003253844299972976     0.0034120661673989476    0.0032354390277437093    0.0027394522333560566    0.001972107639746028     0.0010176607063275495    -3.663664113084253E-5    -0.0010872494299816226   -0.002032007079170133    -0.002778222146473439    -0.0032515389464645877   -0.0034052442606935357   -0.003226853659420201    -0.002733476793899008    -0.001969886178802952    -0.0010136066546027605   3.353594358868446E-5     0.0010861848099709423    0.0020309256918897025    0.0027784233424253684    0.003253857663287938     0.003409794467187418     0.0032323330068023616    0.002738386390427921     0.001975917117596702     0.0010184712864878527    -3.3751061889017046E-5   -0.001083634496848403    -0.0020296115559760883   -0.0027748960524651253   -0.003241169533277466    -0.003392841581456965    -0.003220364871536888    -0.0027424313676897645   -0.0019874035727492864   -0.001021929537760016    4.752970370060524E-5     0.0010921460840372184    0.0020287475725730033    0.0027792222087519272    0.0032532471931278274    0.0034096842255513134    0.0032325819539287125    0.002738829153268434     0.0019766749581391694    0.001020190510001509     -3.4589892399869025E-5
1                         0.9259259259259258       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
